2022-05-10 19:20:04 UTC;0.2
2022-05-10 19:30:06 UTC;0.2
2022-05-10 19:40:02 UTC;0.3
2022-05-10 19:50:03 UTC;0.3
2022-05-10 20:00:06 UTC;0.3
2022-05-10 20:10:08 UTC;0.6
2022-05-10 20:20:04 UTC;0.3
2022-05-10 20:30:06 UTC;0.3
2022-05-10 20:40:01 UTC;0.3
2022-05-11 08:00:01 UTC;0.5
2022-05-11 08:10:02 UTC;1.1
2022-05-11 08:30:01 UTC;0.4
2022-05-11 08:40:01 UTC;0.9
2022-05-11 09:00:05 UTC;0.9
2022-05-11 09:10:07 UTC;1.1
2022-05-11 09:20:05 UTC;0.3
2022-05-11 09:30:03 UTC;1.0
2022-05-11 09:40:07 UTC;1.5
2022-05-11 09:50:01 UTC;1.1
